word,spam,ham
notice,3.000000,4.000000
space,2.000000,5.000000
thnk,0.000000,7.000000
sim,2.000000,5.000000
heavy,0.000000,7.000000
cine,0.000000,7.000000
model,0.000000,7.000000
players,0.000000,7.000000
eatin,0.000000,7.000000
forward,0.000000,7.000000
sky,6.000000,1.000000
quality,2.000000,5.000000
kallis,0.000000,7.000000
including,0.000000,7.000000
miracle,0.000000,7.000000
battery,0.000000,7.000000
logo,7.000000,0.000000
spree,7.000000,0.000000
sit,0.000000,7.000000
fat,0.000000,7.000000
login,5.000000,2.000000
depends,0.000000,7.000000
kept,3.000000,4.000000
ticket,1.000000,6.000000
click,5.000000,2.000000
bid,7.000000,0.000000
mid,2.000000,5.000000
dog,0.000000,7.000000
horny,7.000000,0.000000
strong,3.000000,4.000000
imma,0.000000,7.000000
hotel,2.000000,5.000000
gee,0.000000,7.000000
bucks,0.000000,7.000000
waste,0.000000,7.000000
hai,0.000000,7.000000
wun,0.000000,7.000000
insurance,0.000000,7.000000
sed,1.000000,5.000000
moan,1.000000,5.000000
partner,5.000000,1.000000
askin,0.000000,6.000000
daily,4.000000,2.000000
cafe,0.000000,6.000000
anybody,0.000000,6.000000
cancer,0.000000,6.000000
role,0.000000,6.000000
lookin,1.000000,5.000000
childish,0.000000,6.000000
qatar,0.000000,6.000000
surely,0.000000,6.000000
tyler,0.000000,6.000000
subs,5.000000,1.000000
replied,1.000000,5.000000
kerala,0.000000,6.000000
screaming,0.000000,6.000000
local,5.000000,1.000000
character,0.000000,6.000000
keeping,0.000000,6.000000
murder,0.000000,6.000000
ladies,3.000000,3.000000
added,2.000000,4.000000
handset,6.000000,0.000000
website,1.000000,5.000000
envelope,2.000000,4.000000
group,0.000000,6.000000
biz,6.000000,0.000000
straight,2.000000,4.000000
meds,0.000000,6.000000
tat,0.000000,6.000000
babes,2.000000,4.000000
toclaim,6.000000,0.000000
sport,5.000000,1.000000
standard,6.000000,0.000000
contract,4.000000,2.000000
announcement,6.000000,0.000000
teasing,0.000000,6.000000
aiyo,0.000000,6.000000
pleased,3.000000,3.000000
stoptxt,6.000000,0.000000
works,0.000000,6.000000
regards,0.000000,6.000000
num,0.000000,6.000000
jst,1.000000,5.000000
isnt,0.000000,6.000000
ate,0.000000,6.000000
turns,0.000000,6.000000
thts,0.000000,6.000000
aftr,0.000000,6.000000
melle,0.000000,6.000000
damn,0.000000,6.000000
holder,6.000000,0.000000
texting,1.000000,5.000000
raining,0.000000,6.000000
yay,0.000000,6.000000
checked,0.000000,6.000000
posted,0.000000,6.000000
wats,0.000000,6.000000
relax,0.000000,6.000000
law,0.000000,6.000000
app,4.000000,2.000000
plenty,0.000000,6.000000
died,1.000000,5.000000
theatre,0.000000,6.000000
arrange,2.000000,4.000000
vary,6.000000,0.000000
stockport,6.000000,0.000000
sunny,0.000000,6.000000
personal,2.000000,4.000000
april,0.000000,6.000000
indian,0.000000,6.000000
exciting,4.000000,2.000000
green,1.000000,5.000000
aathi,0.000000,6.000000
teach,0.000000,6.000000
putting,0.000000,6.000000
scream,0.000000,6.000000
ttyl,0.000000,6.000000
activate,5.000000,1.000000
evng,0.000000,6.000000
ahmad,0.000000,6.000000
expensive,0.000000,6.000000
pussy,0.000000,6.000000
track,0.000000,6.000000
exactly,0.000000,6.000000
lady,0.000000,6.000000
marry,0.000000,6.000000
boys,2.000000,4.000000
lacs,0.000000,6.000000
bye,0.000000,6.000000
inviting,6.000000,0.000000
amazing,3.000000,3.000000
created,1.000000,5.000000
official,5.000000,1.000000
willing,1.000000,5.000000
flower,2.000000,4.000000
flights,6.000000,0.000000
sipix,6.000000,0.000000
usually,0.000000,6.000000
nimya,0.000000,6.000000
random,0.000000,6.000000
boo,0.000000,6.000000
fantasies,6.000000,0.000000
arcade,6.000000,0.000000
shouldn,0.000000,6.000000
spoke,0.000000,6.000000
simply,3.000000,3.000000
kano,0.000000,6.000000
problems,0.000000,6.000000
ended,0.000000,6.000000
wnt,0.000000,6.000000
matter,0.000000,6.000000
tour,3.000000,3.000000
ringtones,6.000000,0.000000
nature,0.000000,6.000000
earth,0.000000,6.000000
fyi,0.000000,6.000000
dint,0.000000,6.000000
definitely,1.000000,5.000000
fullonsms,0.000000,6.000000
process,0.000000,6.000000
wed,1.000000,5.000000
budget,0.000000,6.000000
loverboy,0.000000,6.000000
vodafone,6.000000,0.000000
barely,0.000000,6.000000
armand,0.000000,6.000000
gap,0.000000,6.000000
campus,0.000000,6.000000
couldn,0.000000,6.000000
joking,0.000000,6.000000
tariffs,6.000000,0.000000
wer,0.000000,6.000000
report,0.000000,6.000000
listening,1.000000,5.000000
version,0.000000,6.000000
brand,4.000000,2.000000
closed,0.000000,6.000000
directly,0.000000,6.000000
pin,1.000000,5.000000
bought,1.000000,5.000000
sup,0.000000,6.000000
tick,0.000000,6.000000
students,0.000000,6.000000
super,3.000000,3.000000
london,4.000000,2.000000
txtauction,6.000000,0.000000
fall,1.000000,5.000000
aiyah,0.000000,6.000000
review,4.000000,2.000000
pilates,0.000000,6.000000
vry,0.000000,6.000000
fetch,0.000000,6.000000
zed,6.000000,0.000000
howz,0.000000,6.000000
informed,2.000000,4.000000
tncs,6.000000,0.000000
nat,5.000000,0.000000
season,1.000000,4.000000
rays,0.000000,5.000000
eerie,5.000000,0.000000
sura,0.000000,5.000000
lead,0.000000,5.000000
broke,0.000000,5.000000
argument,0.000000,5.000000
waking,0.000000,5.000000
common,0.000000,5.000000
java,5.000000,0.000000
bcm,5.000000,0.000000
derek,0.000000,5.000000
plane,0.000000,5.000000
charges,2.000000,3.000000
roommate,0.000000,5.000000
ignore,1.000000,4.000000
wear,0.000000,5.000000
respond,1.000000,4.000000
places,0.000000,5.000000
boring,0.000000,5.000000
ride,0.000000,5.000000
thursday,0.000000,5.000000
jordan,4.000000,1.000000
adult,4.000000,1.000000
woman,1.000000,4.000000
polyphonic,5.000000,0.000000
fix,0.000000,5.000000
laid,4.000000,1.000000
belly,0.000000,5.000000
gives,0.000000,5.000000
locations,5.000000,0.000000
transaction,0.000000,5.000000
obviously,0.000000,5.000000
december,5.000000,0.000000
noline,5.000000,0.000000
wouldn,0.000000,5.000000
returns,0.000000,5.000000
quit,0.000000,5.000000
greet,2.000000,3.000000
beer,0.000000,5.000000
btw,0.000000,5.000000
yun,0.000000,5.000000
egg,0.000000,5.000000
subscription,5.000000,0.000000
mtmsg,5.000000,0.000000
cbe,0.000000,5.000000
flat,0.000000,5.000000
sonyericsson,5.000000,0.000000
jesus,0.000000,5.000000
italian,0.000000,5.000000
rentl,5.000000,0.000000
arrested,0.000000,5.000000
gentle,0.000000,5.000000
pple,0.000000,5.000000
ldnw,5.000000,0.000000
dload,5.000000,0.000000
themob,5.000000,0.000000
bin,1.000000,4.000000
callers,0.000000,5.000000
lik,0.000000,5.000000
vomit,0.000000,5.000000
living,1.000000,4.000000
stopped,0.000000,5.000000
revealed,5.000000,0.000000
spl,0.000000,5.000000
yogasana,0.000000,5.000000
airport,1.000000,4.000000
videochat,5.000000,0.000000
sing,2.000000,3.000000
centre,0.000000,5.000000
english,0.000000,5.000000
everybody,0.000000,5.000000
tis,0.000000,5.000000
mrw,0.000000,5.000000
geeee,0.000000,5.000000
cartoon,0.000000,5.000000
fighting,0.000000,5.000000
current,2.000000,3.000000
records,5.000000,0.000000
wet,2.000000,3.000000
tells,2.000000,3.000000
chinese,0.000000,5.000000
quote,1.000000,4.000000
stock,0.000000,5.000000
pictures,0.000000,5.000000
sen,0.000000,5.000000
social,0.000000,5.000000
begin,1.000000,4.000000
miles,0.000000,5.000000
unsold,0.000000,5.000000
remind,0.000000,5.000000
aint,0.000000,5.000000
travel,2.000000,3.000000
birds,1.000000,4.000000
videophones,5.000000,0.000000
aren,0.000000,5.000000
competition,3.000000,2.000000
google,0.000000,5.000000
quoting,5.000000,0.000000
shirt,0.000000,5.000000
xchat,5.000000,0.000000
totally,1.000000,4.000000
str,2.000000,3.000000
guide,0.000000,5.000000
minuts,0.000000,5.000000
stylish,0.000000,5.000000
drug,0.000000,5.000000
conditions,4.000000,1.000000
choice,3.000000,2.000000
unable,2.000000,3.000000
ran,0.000000,5.000000
dollars,0.000000,5.000000
expecting,0.000000,5.000000
pongal,0.000000,5.000000
photos,0.000000,5.000000
horrible,0.000000,5.000000
contacted,5.000000,0.000000
prabha,0.000000,5.000000
weak,0.000000,5.000000
deliver,0.000000,5.000000
fren,0.000000,5.000000
scared,0.000000,5.000000
selection,5.000000,0.000000
relation,0.000000,5.000000
dropped,0.000000,5.000000
twice,0.000000,5.000000
buns,0.000000,5.000000
exams,0.000000,5.000000
hopefully,0.000000,5.000000
smiles,0.000000,5.000000
thurs,2.000000,3.000000
connection,1.000000,4.000000
boston,0.000000,5.000000
site,0.000000,5.000000
spook,5.000000,0.000000
atm,0.000000,5.000000
vote,1.000000,4.000000
fantasy,5.000000,0.000000
romantic,1.000000,4.000000
yan,0.000000,5.000000
sam,3.000000,2.000000
jazz,0.000000,5.000000
intro,0.000000,5.000000
looked,0.000000,5.000000
asleep,0.000000,5.000000
wins,1.000000,4.000000
acc,0.000000,5.000000
drinks,2.000000,3.000000
advice,0.000000,5.000000
hostel,0.000000,5.000000
surfing,0.000000,5.000000
jiu,0.000000,5.000000
receipt,3.000000,2.000000
pissed,0.000000,5.000000
village,2.000000,3.000000
boost,0.000000,5.000000
cabin,0.000000,5.000000
singles,5.000000,0.000000
hate,0.000000,5.000000
issues,2.000000,3.000000
ages,1.000000,4.000000
city,3.000000,2.000000
timing,0.000000,5.000000
hun,0.000000,5.000000
discuss,0.000000,5.000000
rem,0.000000,5.000000
playing,0.000000,5.000000
original,4.000000,1.000000
body,0.000000,5.000000
cds,5.000000,0.000000
rooms,1.000000,4.000000
uni,0.000000,5.000000
sec,0.000000,5.000000
truly,3.000000,2.000000
selling,1.000000,4.000000
opportunity,0.000000,5.000000
somethin,0.000000,5.000000
eng,4.000000,1.000000
respect,0.000000,5.000000
bitch,1.000000,4.000000
moms,0.000000,5.000000
hook,0.000000,5.000000
nvm,0.000000,5.000000
results,3.000000,2.000000
gals,0.000000,5.000000
asks,0.000000,5.000000
salary,0.000000,5.000000
cars,0.000000,5.000000
sum,0.000000,5.000000
linerental,5.000000,0.000000
basically,0.000000,5.000000
white,0.000000,5.000000
costs,3.000000,2.000000
cheaper,2.000000,3.000000
sighs,0.000000,5.000000
voda,5.000000,0.000000
amt,0.000000,5.000000
urgnt,0.000000,5.000000
darling,2.000000,3.000000
latr,0.000000,5.000000
wks,2.000000,3.000000
allah,0.000000,5.000000
inclusive,5.000000,0.000000
searching,0.000000,5.000000
brilliant,0.000000,5.000000
series,0.000000,4.000000
remain,0.000000,4.000000
xxxxxxx,3.000000,1.000000
kusruthi,0.000000,4.000000
theory,0.000000,4.000000
jamster,4.000000,0.000000
bud,0.000000,4.000000
solve,0.000000,4.000000
roger,0.000000,4.000000
package,1.000000,3.000000
mtmsgrcvd,4.000000,0.000000
ppl,0.000000,4.000000
clock,0.000000,4.000000
bright,0.000000,4.000000
rally,4.000000,0.000000
hip,0.000000,4.000000
masters,0.000000,4.000000
qxj,4.000000,0.000000
med,3.000000,1.000000
freefone,4.000000,0.000000
purpose,4.000000,0.000000
wrc,4.000000,0.000000
purchase,3.000000,1.000000
essential,0.000000,4.000000
june,1.000000,3.000000
argue,0.000000,4.000000
pie,0.000000,4.000000
born,0.000000,4.000000
moji,0.000000,4.000000
queen,0.000000,4.000000
purity,0.000000,4.000000
favour,0.000000,4.000000
unique,2.000000,2.000000
note,0.000000,4.000000
morrow,0.000000,4.000000
letters,0.000000,4.000000
reasons,0.000000,4.000000
technical,0.000000,4.000000
fight,0.000000,4.000000
dates,2.000000,2.000000
files,0.000000,4.000000
idiot,1.000000,3.000000
fromm,4.000000,0.000000
activities,0.000000,4.000000
escape,0.000000,4.000000
aiya,0.000000,4.000000
comuk,4.000000,0.000000
term,2.000000,2.000000
ordered,3.000000,1.000000
february,0.000000,4.000000
happend,0.000000,4.000000
explain,0.000000,4.000000
throw,0.000000,4.000000
ref,4.000000,0.000000
cream,0.000000,4.000000
oni,0.000000,4.000000
spk,0.000000,4.000000
prizes,4.000000,0.000000
harry,4.000000,0.000000
gaps,0.000000,4.000000
radio,1.000000,3.000000
profit,3.000000,1.000000
def,0.000000,4.000000
milk,0.000000,4.000000
fool,0.000000,4.000000
cross,3.000000,1.000000
fills,0.000000,4.000000
file,0.000000,4.000000
urn,0.000000,4.000000
sept,3.000000,1.000000
dictionary,0.000000,4.000000
befor,0.000000,4.000000
title,3.000000,1.000000
subscriber,4.000000,0.000000
child,1.000000,3.000000
blackberry,0.000000,4.000000
grl,0.000000,4.000000
santa,4.000000,0.000000
afraid,1.000000,3.000000
step,0.000000,4.000000
fever,0.000000,4.000000
total,1.000000,3.000000
tcr,4.000000,0.000000
enemy,0.000000,4.000000
inches,0.000000,4.000000
aiyar,0.000000,4.000000
leona,0.000000,4.000000
preferably,0.000000,4.000000
hug,0.000000,4.000000
interesting,0.000000,4.000000
loss,0.000000,4.000000
mas,0.000000,4.000000
frndship,0.000000,4.000000
hasn,0.000000,4.000000
freak,0.000000,4.000000
wonders,0.000000,4.000000
basic,0.000000,4.000000
vip,4.000000,0.000000
wtf,0.000000,4.000000
cat,0.000000,4.000000
skype,0.000000,4.000000
hanging,0.000000,4.000000
center,2.000000,2.000000
church,0.000000,4.000000
matured,0.000000,4.000000
largest,4.000000,0.000000
arms,0.000000,4.000000
sooner,0.000000,4.000000
understanding,0.000000,4.000000
uncles,0.000000,4.000000
ham,0.000000,4.000000
infernal,0.000000,4.000000
temple,0.000000,4.000000
anyways,0.000000,4.000000
careful,2.000000,2.000000
jhl,4.000000,0.000000
waitin,0.000000,4.000000
teeth,0.000000,4.000000
gorgeous,0.000000,4.000000
interview,0.000000,4.000000
personality,0.000000,4.000000
outta,0.000000,4.000000
coins,0.000000,4.000000
needed,0.000000,4.000000
embarassed,0.000000,4.000000
saved,0.000000,4.000000
brought,2.000000,2.000000
govt,0.000000,4.000000
smokes,0.000000,4.000000
connect,2.000000,2.000000
confidence,0.000000,4.000000
spending,0.000000,4.000000
rcv,4.000000,0.000000
football,2.000000,2.000000
intelligent,0.000000,4.000000
bloomberg,4.000000,0.000000
cud,0.000000,4.000000
taken,0.000000,4.000000
winawk,4.000000,0.000000
kettoda,0.000000,4.000000
grand,0.000000,4.000000
bcums,0.000000,4.000000
nyc,0.000000,4.000000
raise,0.000000,4.000000
porn,4.000000,0.000000
dem,0.000000,4.000000
upset,0.000000,4.000000
kidz,0.000000,4.000000
takin,0.000000,4.000000
manda,0.000000,4.000000
dirty,1.000000,3.000000
easier,0.000000,4.000000
losing,0.000000,4.000000
shoot,0.000000,4.000000
smart,2.000000,2.000000
skilgme,4.000000,0.000000
msgrcvdhg,4.000000,0.000000
bloody,0.000000,4.000000
giv,1.000000,3.000000
exact,0.000000,4.000000
fml,2.000000,2.000000
bathing,0.000000,4.000000
texted,0.000000,4.000000
closer,0.000000,4.000000
settings,3.000000,1.000000
addicted,0.000000,4.000000
tyrone,4.000000,0.000000
bishan,0.000000,4.000000
idk,0.000000,4.000000
deleted,0.000000,4.000000
kisses,0.000000,4.000000
laughing,0.000000,4.000000
career,1.000000,3.000000
jess,0.000000,4.000000
affection,0.000000,4.000000
rush,0.000000,4.000000
ure,0.000000,4.000000
txtin,4.000000,0.000000
passed,0.000000,4.000000
paris,4.000000,0.000000
bowl,0.000000,4.000000
result,0.000000,4.000000
decision,0.000000,4.000000
oru,0.000000,4.000000
tcs,4.000000,0.000000
expect,0.000000,4.000000
gently,0.000000,4.000000
abi,0.000000,4.000000
mite,0.000000,4.000000
regret,0.000000,4.000000
cook,0.000000,4.000000
hella,0.000000,4.000000
hunny,0.000000,4.000000
settled,0.000000,4.000000
becoz,0.000000,4.000000
moro,1.000000,3.000000
mmm,0.000000,4.000000
jada,0.000000,4.000000
comedy,0.000000,4.000000
bay,0.000000,4.000000
diet,0.000000,4.000000
pod,4.000000,0.000000
pages,0.000000,4.000000
hands,0.000000,4.000000
letter,0.000000,4.000000
delivered,4.000000,0.000000
prepare,0.000000,4.000000
schedule,2.000000,2.000000
height,0.000000,4.000000
mumtaz,0.000000,4.000000
blank,0.000000,4.000000
faster,1.000000,3.000000
throat,0.000000,4.000000
considering,0.000000,4.000000
taunton,0.000000,4.000000
practice,0.000000,4.000000
perfect,1.000000,3.000000
alert,4.000000,0.000000
wanting,1.000000,3.000000
yetunde,0.000000,4.000000
received,2.000000,2.000000
esplanade,0.000000,4.000000
appt,0.000000,4.000000
netcollex,4.000000,0.000000
journey,0.000000,4.000000
accidentally,0.000000,4.000000
thangam,0.000000,4.000000
bringing,1.000000,3.000000
yuo,0.000000,4.000000
public,0.000000,4.000000
ibiza,4.000000,0.000000
cleaning,0.000000,4.000000
rude,3.000000,1.000000
inform,0.000000,4.000000
turn,1.000000,3.000000
sha,0.000000,4.000000
refused,4.000000,0.000000
dry,0.000000,4.000000
moby,4.000000,0.000000
atlanta,0.000000,4.000000
gravity,0.000000,4.000000
bahamas,4.000000,0.000000
unredeemed,4.000000,0.000000
recd,4.000000,0.000000
ain,0.000000,4.000000
cam,2.000000,2.000000
yer,4.000000,0.000000
ntwk,4.000000,0.000000
tkts,4.000000,0.000000
meal,1.000000,3.000000
wearing,0.000000,4.000000
research,0.000000,4.000000
followed,3.000000,1.000000
vijay,0.000000,4.000000
feet,0.000000,4.000000
shortly,3.000000,1.000000
tihs,0.000000,4.000000
carefully,0.000000,4.000000
spoken,0.000000,4.000000
biggest,3.000000,1.000000
shame,0.000000,4.000000
membership,2.000000,2.000000
ansr,4.000000,0.000000
assume,0.000000,4.000000
cha,2.000000,2.000000
lecture,0.000000,4.000000
enjoyed,2.000000,2.000000
sore,0.000000,4.000000
ache,0.000000,4.000000
upto,2.000000,2.000000
action,4.000000,0.000000
cust,4.000000,0.000000
sugar,0.000000,4.000000
weird,0.000000,4.000000
attend,0.000000,4.000000
played,2.000000,2.000000
apparently,0.000000,4.000000
wylie,0.000000,4.000000
handle,0.000000,4.000000
machan,0.000000,4.000000
wah,0.000000,4.000000
appointment,0.000000,4.000000
when,0.000000,4.000000
lab,0.000000,4.000000
meetin,0.000000,4.000000
mummy,0.000000,4.000000
credited,1.000000,3.000000
passionate,0.000000,4.000000
released,1.000000,3.000000
lucozade,4.000000,0.000000
answering,0.000000,4.000000
wkend,1.000000,3.000000
drivin,0.000000,4.000000
teaches,0.000000,4.000000
bday,0.000000,4.000000
receiving,2.000000,2.000000
ron,0.000000,4.000000
hols,2.000000,2.000000
doc,0.000000,4.000000
pig,0.000000,4.000000
cooking,0.000000,4.000000
dare,0.000000,4.000000
instituitions,0.000000,4.000000
surprised,0.000000,4.000000
celebrate,0.000000,4.000000
legal,0.000000,4.000000
lives,0.000000,4.000000
hill,0.000000,4.000000
jokes,0.000000,4.000000
key,1.000000,3.000000
songs,0.000000,4.000000
lonely,2.000000,2.000000
pack,0.000000,4.000000
belovd,0.000000,4.000000
tenants,4.000000,0.000000
answers,0.000000,4.000000
vava,0.000000,3.000000
touched,0.000000,3.000000
finishing,0.000000,3.000000
standing,0.000000,3.000000
morn,0.000000,3.000000
foreign,0.000000,3.000000
period,0.000000,3.000000
bros,0.000000,3.000000
thanksgiving,0.000000,3.000000
changes,0.000000,3.000000
eye,2.000000,1.000000
networking,0.000000,3.000000
pink,1.000000,2.000000
postcode,3.000000,0.000000
management,0.000000,3.000000
natural,0.000000,3.000000
stops,0.000000,3.000000
oic,0.000000,3.000000
accident,2.000000,1.000000
gossip,1.000000,2.000000
stomach,0.000000,3.000000
tablets,0.000000,3.000000
record,0.000000,3.000000
understood,0.000000,3.000000
breathe,1.000000,2.000000
cornwall,2.000000,1.000000
dresser,0.000000,3.000000
subpoly,3.000000,0.000000
force,0.000000,3.000000
germany,3.000000,0.000000
crab,0.000000,3.000000
threats,0.000000,3.000000
various,1.000000,2.000000
gang,0.000000,3.000000
bell,0.000000,3.000000
evry,0.000000,3.000000
affairs,0.000000,3.000000
luxury,2.000000,1.000000
kindly,0.000000,3.000000
havnt,0.000000,3.000000
likes,0.000000,3.000000
august,2.000000,1.000000
gentleman,0.000000,3.000000
bloke,1.000000,2.000000
cheer,0.000000,3.000000
ikea,0.000000,3.000000
enuff,0.000000,3.000000
homeowners,3.000000,0.000000
caught,0.000000,3.000000
promises,0.000000,3.000000
wallpaper,3.000000,0.000000
option,0.000000,3.000000
stomps,0.000000,3.000000
confirmed,0.000000,3.000000
instructions,2.000000,1.000000
arsenal,3.000000,0.000000
deliveredtomorrow,3.000000,0.000000
peace,0.000000,3.000000
grahmbell,0.000000,3.000000
prefer,0.000000,3.000000
fish,0.000000,3.000000
ful,0.000000,3.000000
pop,0.000000,3.000000
realized,0.000000,3.000000
seven,0.000000,3.000000
blow,2.000000,1.000000
buzy,0.000000,3.000000
laughed,0.000000,3.000000
tomarrow,0.000000,3.000000
generally,0.000000,3.000000
talent,0.000000,3.000000
swimming,0.000000,3.000000
sorting,0.000000,3.000000
mnth,2.000000,1.000000
returned,0.000000,3.000000
follow,2.000000,1.000000
billed,3.000000,0.000000
jstfrnd,0.000000,3.000000
macho,0.000000,3.000000
terrible,0.000000,3.000000
alwys,0.000000,3.000000
runs,0.000000,3.000000
irritating,0.000000,3.000000
concert,1.000000,2.000000
monthly,1.000000,2.000000
winning,0.000000,3.000000
fell,0.000000,3.000000
dark,1.000000,2.000000
wrk,0.000000,3.000000
tests,0.000000,3.000000
randomly,2.000000,1.000000
constantly,0.000000,3.000000
parked,0.000000,3.000000
shorter,0.000000,3.000000
gram,0.000000,3.000000
mega,1.000000,2.000000
wkg,0.000000,3.000000
birla,0.000000,3.000000
floor,0.000000,3.000000
fightng,0.000000,3.000000
sorted,0.000000,3.000000
cruise,2.000000,1.000000
lounge,1.000000,2.000000
pence,3.000000,0.000000
concentrate,0.000000,3.000000
messenger,0.000000,3.000000
speed,1.000000,2.000000
favourite,0.000000,3.000000
girlfrnd,0.000000,3.000000
iouri,0.000000,3.000000
warner,2.000000,1.000000
violence,0.000000,3.000000
itz,0.000000,3.000000
cardiff,0.000000,3.000000
issue,0.000000,3.000000
requests,1.000000,2.000000
knowing,0.000000,3.000000
upgrade,3.000000,0.000000
okey,0.000000,3.000000
remembered,0.000000,3.000000
speechless,0.000000,3.000000
fuckin,0.000000,3.000000
sheets,0.000000,3.000000
tirupur,0.000000,3.000000
doggy,0.000000,3.000000
mobilesdirect,3.000000,0.000000
nichols,1.000000,2.000000
bro,0.000000,3.000000
films,2.000000,1.000000
evn,0.000000,3.000000
prey,0.000000,3.000000
bigger,0.000000,3.000000
petrol,0.000000,3.000000
executive,0.000000,3.000000
gardener,0.000000,3.000000
lines,2.000000,1.000000
impossible,0.000000,3.000000
maneesha,0.000000,3.000000
telphone,0.000000,3.000000
lousy,0.000000,3.000000
gimme,0.000000,3.000000
bat,0.000000,3.000000
ummmmmaah,0.000000,3.000000
shipping,0.000000,3.000000
ths,0.000000,3.000000
boye,0.000000,3.000000
praying,0.000000,3.000000
university,0.000000,3.000000
july,2.000000,1.000000
shouted,0.000000,3.000000
liverpool,3.000000,0.000000
slippers,0.000000,3.000000
cuddle,0.000000,3.000000
knackered,0.000000,3.000000
dsn,0.000000,3.000000
addie,0.000000,3.000000
upload,2.000000,1.000000
dislikes,0.000000,3.000000
stuck,0.000000,3.000000
possession,0.000000,3.000000
james,1.000000,2.000000
realize,1.000000,2.000000
genuine,3.000000,0.000000
argh,0.000000,3.000000
iscoming,2.000000,1.000000
shut,0.000000,3.000000
blah,0.000000,3.000000
teacher,0.000000,3.000000
snake,0.000000,3.000000
philosophy,0.000000,3.000000
dubsack,0.000000,3.000000
morow,1.000000,2.000000
sentence,0.000000,3.000000
supply,3.000000,0.000000
raji,0.000000,3.000000
titles,3.000000,0.000000
abta,3.000000,0.000000
sports,2.000000,1.000000
wud,0.000000,3.000000
cleared,0.000000,3.000000
strike,0.000000,3.000000
slap,0.000000,3.000000
cutefrnd,0.000000,3.000000
storming,0.000000,3.000000
distance,0.000000,3.000000
art,0.000000,3.000000
xxxx,1.000000,2.000000
shesil,0.000000,3.000000
xxxxxxxxx,3.000000,0.000000
lie,0.000000,3.000000
shirts,0.000000,3.000000
sweetest,0.000000,3.000000
male,3.000000,0.000000
bags,0.000000,3.000000
regular,1.000000,2.000000
regarding,0.000000,3.000000
sender,1.000000,2.000000
remains,0.000000,3.000000
jan,0.000000,3.000000
fave,0.000000,3.000000
wise,0.000000,3.000000
subscribe,3.000000,0.000000
switch,1.000000,2.000000
taylor,0.000000,3.000000
incident,0.000000,3.000000
bite,0.000000,3.000000
stars,1.000000,2.000000
suprman,3.000000,0.000000
kadeem,0.000000,3.000000
